activity_id,ActivityLocation,StartTime,EndTime,ActivityDuration(hr),Labelled_SAs,Labelled_Acts
1849,Leicester Square,12,13,1,AW,4
1921,Leicester Square,14,15,1,AW,4
1955,Bond Street,14,15,1,AW,4
2163,Leicester Square,13,14,1,AW,4
2274,Leicester Square,18,20,2,AW,4
2701,Leicester Square,13,14,1,AW,4
3300,Green Park,18,20,2,AW,4
3613,Green Park,12,13,1,AW,4
3754,Leicester Square,14,15,1,AW,4
3765,Leicester Square,14,15,1,AW,4
4583,Green Park,13,14,1,AW,4
4725,Bond Street,12,13,1,AW,4
4727,Bond Street,14,15,1,AW,4
4751,Leicester Square,14,15,1,AW,4
5414,Green Park,13,14,1,AW,4
6315,Green Park,18,20,2,AW,4
7062,Green Park,12,13,1,AW,4
7150,Charing Cross,14,15,1,AW,4
7160,Bond Street,14,15,1,AW,4
7734,Bond Street,13,14,1,AW,4
8225,Bond Street,12,13,1,AW,4
8571,Green Park,14,15,1,AW,4
8695,Leicester Square,14,15,1,AW,4
10171,Bond Street,18,22,4,AW,4
10488,Leicester Square,15,17,2,AW,4
10811,Bond Street,19,21,2,AW,4
10981,Green Park,16,18,2,AW,4
11066,Green Park,16,18,2,AW,4
11519,Bond Street,13,14,1,AW,4
11553,Green Park,12,13,1,AW,4
2837,Green Park,14,15,1,AW,4
4096,Green Park,14,15,1,AW,4
4260,Green Park,13,14,1,AW,4
4273,Green Park,12,13,1,AW,4
4438,Green Park,14,15,1,AW,4
2933,Green Park,14,15,1,AW,4
3353,Leicester Square,13,15,2,AW,4
4343,Leicester Square,16,18,2,AW,4
4043,Bond Street,19,21,2,AW,4
3881,Leicester Square,16,18,2,AW,4
3673,Leicester Square,16,18,2,AW,4
2956,Green Park,13,14,1,AW,4
3102,Green Park,12,13,1,AW,4
3561,Leicester Square,14,15,1,AW,4
3822,Leicester Square,14,15,1,AW,4
2681,Bond Street,13,14,1,AW,4
2816,Bond Street,12,13,1,AW,4
4605,Leicester Square,14,15,1,AW,4
3038,Leicester Square,14,15,1,AW,4
3972,Green Park,13,14,1,AW,4
3384,Green Park,12,13,1,AW,4
2317,Green Park,14,15,1,AW,4
2877,Bond Street,14,15,1,AW,4
2965,Bond Street,13,14,1,AW,4
3996,Bond Street,12,13,1,AW,4
4603,Green Park,14,15,1,AW,4
3606,Leicester Square,14,15,1,AW,4
2670,Bond Street,13,14,1,AW,4
3412,Leicester Square,12,13,1,AW,4
3828,Bond Street,14,15,1,AW,4
3242,Green Park,14,15,1,AW,4
3987,Green Park,13,14,1,AW,4
4244,Green Park,12,13,1,AW,4
1024,Bond Street,14,15,1,AW,4
2115,Bond Street,14,15,1,AW,4
3191,Bond Street,13,14,1,AW,4
4426,Covent Garden,12,13,1,AW,4
4784,Covent Garden,14,15,1,AW,4
5553,Bond Street,14,15,1,AW,4
5557,Bond Street,13,14,1,AW,4
5940,Bond Street,12,13,1,AW,4
6230,Covent Garden,14,15,1,AW,4
7156,Bond Street,14,15,1,AW,4
7157,Bond Street,13,14,1,AW,4
7369,Bond Street,12,13,1,AW,4
7379,Bond Street,14,15,1,AW,4
7574,Bond Street,14,15,1,AW,4
7812,Bond Street,13,14,1,AW,4
8763,Bond Street,12,13,1,AW,4
9144,Bond Street,14,15,1,AW,4
9145,Bond Street,14,15,1,AW,4
9308,Bond Street,13,14,1,AW,4
10483,Bond Street,12,13,1,AW,4
10484,Bond Street,14,15,1,AW,4
10722,Covent Garden,14,15,1,AW,4
10876,Bond Street,13,14,1,AW,4
11352,Covent Garden,12,13,1,AW,4
11569,Covent Garden,14,15,1,AW,4
2815,Bond Street,14,15,1,AW,4
3168,Bond Street,14,15,1,AW,4
3956,Bond Street,13,14,1,AW,4
3050,Covent Garden,18,20,2,AW,4
2678,Covent Garden,17,19,2,AW,4
3456,Bond Street,14,15,1,AW,4
3237,Bond Street,13,14,1,AW,4
3195,Bond Street,18,20,2,AW,4
3007,Covent Garden,14,15,1,AW,4
3623,Bond Street,13,14,1,AW,4
3810,Bond Street,18,20,2,AW,4
2705,Bond Street,17,19,2,AW,4
4154,Bond Street,14,15,1,AW,4
4046,Bond Street,13,14,1,AW,4
3995,Bond Street,18,20,2,AW,4
4202,Bond Street,17,19,2,AW,4
3342,Bond Street,13,14,1,AW,4
3358,Bond Street,18,20,2,AW,4
3258,Bond Street,17,19,2,AW,4
3788,Bond Street,14,15,1,AW,4
3851,Bond Street,13,14,1,AW,4
3164,Covent Garden,18,20,2,AW,4
3729,Bond Street,17,19,2,AW,4
4227,Covent Garden,14,15,1,AW,4
3529,Covent Garden,13,14,1,AW,4
1024,Bond Street,17,19,2,AW,4
1262,Tottenham Court Road,14,15,1,AW,4
1264,Tottenham Court Road,13,14,1,AW,4
1273,Piccadilly Circus,18,20,2,AW,4
1294,Piccadilly Circus,17,19,2,AW,4
1440,Tottenham Court Road,15,17,2,AW,4
1938,Tottenham Court Road,11,13,2,AW,4
1955,Bond Street,11,13,2,AW,4
2058,Piccadilly Circus,11,13,2,AW,4
2115,Bond Street,14,15,1,AW,4
2125,Tottenham Court Road,13,14,1,AW,4
2175,Tottenham Court Road,18,20,2,AW,4
2179,Tottenham Court Road,17,19,2,AW,4
2180,Tottenham Court Road,14,15,1,AW,4
2183,Tottenham Court Road,13,14,1,AW,4
2189,Tottenham Court Road,17,20,3,AW,4
2196,Tottenham Court Road,14,15,1,AW,4
2207,Tottenham Court Road,13,14,1,AW,4
2790,Piccadilly Circus,13,14,1,AW,4
2796,Tottenham Court Road,18,20,2,AW,4
2869,Tottenham Court Road,13,14,1,AW,4
2993,Tottenham Court Road,18,20,2,AW,4
3025,Piccadilly Circus,15,17,2,AW,4
3166,Piccadilly Circus,11,13,2,AW,4
3191,Bond Street,13,14,1,AW,4
3434,Tottenham Court Road,12,13,1,AW,4
3436,Tottenham Court Road,14,15,1,AW,4
3463,Tottenham Court Road,14,15,1,AW,4
3520,Tottenham Court Road,15,17,2,AW,4
3737,Tottenham Court Road,11,13,2,AW,4
3780,Piccadilly Circus,14,15,1,AW,4
3783,Piccadilly Circus,13,14,1,AW,4
3784,Piccadilly Circus,18,20,2,AW,4
3785,Piccadilly Circus,17,19,2,AW,4
3912,Tottenham Court Road,19,21,2,AW,4
4089,Covent Garden,16,18,2,AW,4
4426,Covent Garden,16,18,2,AW,4
4725,Bond Street,14,15,1,AW,4
4727,Bond Street,13,14,1,AW,4
4748,Tottenham Court Road,18,20,2,AW,4
4784,Covent Garden,17,19,2,AW,4
5033,Tottenham Court Road,13,14,1,AW,4
5056,Tottenham Court Road,18,20,2,AW,4
5057,Tottenham Court Road,17,19,2,AW,4
5091,Piccadilly Circus,14,15,1,AW,4
5411,Goodge Street,13,14,1,AW,4
5553,Bond Street,18,20,2,AW,4
5557,Bond Street,17,19,2,AW,4
5907,Piccadilly Circus,14,15,1,AW,4
5940,Bond Street,13,14,1,AW,4
6103,Piccadilly Circus,18,20,2,AW,4
6230,Covent Garden,17,19,2,AW,4
6310,Holborn,17,19,2,AW,4
6330,Tottenham Court Road,14,15,1,AW,4
6381,Tottenham Court Road,13,14,1,AW,4
6902,Piccadilly Circus,17,19,2,AW,4
7048,Tottenham Court Road,19,21,2,AW,4
7077,Piccadilly Circus,16,18,2,AW,4
7113,Covent Garden,16,18,2,AW,4
7150,Charing Cross,14,15,1,AW,4
7156,Bond Street,13,14,1,AW,4
7157,Bond Street,18,20,2,AW,4
7352,Tottenham Court Road,14,15,1,AW,4
7361,Tottenham Court Road,13,14,1,AW,4
7369,Bond Street,18,20,2,AW,4
7379,Bond Street,17,19,2,AW,4
7388,Tottenham Court Road,12,15,3,AW,4
7497,Piccadilly Circus,12,15,3,AW,4
7563,Covent Garden,17,20,3,AW,4
7574,Bond Street,12,15,3,AW,4
7734,Bond Street,12,15,3,AW,4
7809,Goodge Street,17,20,3,AW,4
7812,Bond Street,12,15,3,AW,4
8008,Piccadilly Circus,12,15,3,AW,4
8223,Piccadilly Circus,17,20,3,AW,4
8225,Bond Street,19,21,2,AW,4
8291,Tottenham Court Road,16,18,2,AW,4
8293,Tottenham Court Road,16,18,2,AW,4
8357,Tottenham Court Road,14,15,1,AW,4
8513,Tottenham Court Road,13,14,1,AW,4
8566,Tottenham Court Road,18,20,2,AW,4
8582,Tottenham Court Road,17,19,2,AW,4
8652,Tottenham Court Road,15,17,2,AW,4
8658,Tottenham Court Road,14,15,1,AW,4
8659,Tottenham Court Road,13,14,1,AW,4
8661,Tottenham Court Road,18,20,2,AW,4
8663,Tottenham Court Road,17,19,2,AW,4
8699,Tottenham Court Road,12,15,3,AW,4
8700,Tottenham Court Road,14,15,1,AW,4
8763,Bond Street,13,14,1,AW,4
8815,Piccadilly Circus,18,20,2,AW,4
8857,Bond Street,17,19,2,AW,4
9052,Tottenham Court Road,18,20,2,AW,4
9144,Bond Street,14,15,1,AW,4
9145,Bond Street,13,14,1,AW,4
9189,Covent Garden,18,20,2,AW,4
9308,Bond Street,17,19,2,AW,4
9414,Tottenham Court Road,12,15,3,AW,4
9417,Tottenham Court Road,14,15,1,AW,4
9420,Tottenham Court Road,13,14,1,AW,4
9423,Tottenham Court Road,18,20,2,AW,4
9444,Tottenham Court Road,17,19,2,AW,4
9675,Covent Garden,14,15,1,AW,4
9679,Covent Garden,13,14,1,AW,4
9758,Tottenham Court Road,18,20,2,AW,4
9779,Piccadilly Circus,17,19,2,AW,4
9782,Covent Garden,14,15,1,AW,4
9894,Tottenham Court Road,13,14,1,AW,4
10002,Tottenham Court Road,17,19,2,AW,4
10050,Bond Street,18,20,2,AW,4
10171,Bond Street,14,15,1,AW,4
10483,Bond Street,13,14,1,AW,4
10484,Bond Street,18,20,2,AW,4
10494,Tottenham Court Road,17,19,2,AW,4
10497,Holborn,13,14,1,AW,4
10704,Covent Garden,18,20,2,AW,4
10722,Covent Garden,17,19,2,AW,4
10733,Covent Garden,14,15,1,AW,4
10756,Piccadilly Circus,13,14,1,AW,4
10784,Tottenham Court Road,18,20,2,AW,4
10811,Bond Street,17,19,2,AW,4
10839,Piccadilly Circus,11,13,2,AW,4
10876,Bond Street,15,17,2,AW,4
11238,Piccadilly Circus,14,15,1,AW,4
11273,Tottenham Court Road,13,14,1,AW,4
11352,Covent Garden,18,20,2,AW,4
11366,Tottenham Court Road,17,19,2,AW,4
11367,Tottenham Court Road,18,20,2,AW,4
11428,Holborn,14,15,1,AW,4
11442,Piccadilly Circus,13,14,1,AW,4
11481,Piccadilly Circus,18,20,2,AW,4
11497,Piccadilly Circus,17,19,2,AW,4
11498,Piccadilly Circus,13,14,1,AW,4
11519,Bond Street,14,15,1,AW,4
11569,Covent Garden,13,14,1,AW,4
11728,Tottenham Court Road,18,20,2,AW,4
11731,Piccadilly Circus,17,19,2,AW,4
11732,Piccadilly Circus,18,20,2,AW,4
11733,Piccadilly Circus,14,15,1,AW,4
11734,Piccadilly Circus,13,14,1,AW,4
11790,Covent Garden,18,20,2,AW,4
11792,Piccadilly Circus,17,19,2,AW,4
11793,Piccadilly Circus,14,15,1,AW,4
2815,Bond Street,18,22,4,AW,4
3120,Tottenham Court Road,17,19,2,AW,4
3785,Tottenham Court Road,14,15,1,AW,4
3866,Piccadilly Circus,13,14,1,AW,4
4421,Piccadilly Circus,18,20,2,AW,4
3975,Tottenham Court Road,17,19,2,AW,4
3795,Tottenham Court Road,11,13,2,AW,4
4043,Bond Street,15,17,2,AW,4
4150,Piccadilly Circus,11,13,2,AW,4
3168,Bond Street,15,17,2,AW,4
3675,Tottenham Court Road,14,15,1,AW,4
2438,Tottenham Court Road,14,15,1,AW,4
2704,Tottenham Court Road,13,14,1,AW,4
2752,Tottenham Court Road,18,20,2,AW,4
2764,Tottenham Court Road,17,19,2,AW,4
3193,Tottenham Court Road,14,15,1,AW,4
3293,Tottenham Court Road,13,14,1,AW,4
3322,Tottenham Court Road,18,20,2,AW,4
2017,Bond Street,13,14,1,AW,4
3291,Piccadilly Circus,18,20,2,AW,4
3563,Tottenham Court Road,13,14,1,AW,4
4084,Tottenham Court Road,18,20,2,AW,4
4320,Piccadilly Circus,17,19,2,AW,4
3849,Piccadilly Circus,14,15,1,AW,4
3956,Bond Street,13,14,1,AW,4
3850,Tottenham Court Road,18,20,2,AW,4
4104,Tottenham Court Road,17,19,2,AW,4
2925,Tottenham Court Road,16,18,2,AW,4
3655,Tottenham Court Road,15,17,2,AW,4
3428,Tottenham Court Road,13,14,1,AW,4
3687,Piccadilly Circus,12,13,1,AW,4
3768,Piccadilly Circus,14,15,1,AW,4
4169,Piccadilly Circus,14,15,1,AW,4
4216,Piccadilly Circus,13,14,1,AW,4
3429,Tottenham Court Road,12,13,1,AW,4
2599,Covent Garden,14,15,1,AW,4
3050,Covent Garden,14,15,1,AW,4
2681,Bond Street,13,14,1,AW,4
2816,Bond Street,12,13,1,AW,4
3825,Tottenham Court Road,14,15,1,AW,4
2678,Covent Garden,14,15,1,AW,4
4085,Tottenham Court Road,13,14,1,AW,4
2926,Tottenham Court Road,12,13,1,AW,4
3055,Tottenham Court Road,14,15,1,AW,4
4061,Piccadilly Circus,14,15,1,AW,4
3163,Goodge Street,13,14,1,AW,4
3456,Bond Street,12,13,1,AW,4
3237,Bond Street,14,15,1,AW,4
3134,Piccadilly Circus,14,15,1,AW,4
3195,Bond Street,13,14,1,AW,4
2713,Piccadilly Circus,12,13,1,AW,4
3007,Covent Garden,14,15,1,AW,4
3399,Tottenham Court Road,14,15,1,AW,4
4105,Tottenham Court Road,13,14,1,AW,4
4082,Piccadilly Circus,15,19,4,AW,4
3922,Tottenham Court Road,14,15,1,AW,4
3306,Covent Garden,16,18,2,AW,4
2877,Bond Street,13,14,1,AW,4
3623,Bond Street,12,13,1,AW,4
3810,Bond Street,14,15,1,AW,4
4321,Tottenham Court Road,14,15,1,AW,4
3935,Tottenham Court Road,13,14,1,AW,4
2705,Bond Street,12,13,1,AW,4
4154,Bond Street,14,15,1,AW,4
3374,Tottenham Court Road,14,15,1,AW,4
4278,Piccadilly Circus,13,14,1,AW,4
3087,Covent Garden,12,13,1,AW,4
4046,Bond Street,14,15,1,AW,4
2965,Bond Street,14,15,1,AW,4
3684,Goodge Street,13,14,1,AW,4
3995,Bond Street,12,13,1,AW,4
3025,Piccadilly Circus,14,15,1,AW,4
2873,Piccadilly Circus,14,15,1,AW,4
3996,Bond Street,11,13,2,AW,4
2368,Tottenham Court Road,11,13,2,AW,4
3083,Tottenham Court Road,15,17,2,AW,4
3532,Tottenham Court Road,15,19,4,AW,4
4265,Tottenham Court Road,13,14,1,AW,4
3156,Tottenham Court Road,18,20,2,AW,4
2558,Tottenham Court Road,13,14,1,AW,4
2571,Tottenham Court Road,18,20,2,AW,4
2606,Tottenham Court Road,14,15,1,AW,4
3565,Tottenham Court Road,14,15,1,AW,4
4283,Tottenham Court Road,13,14,1,AW,4
4491,Tottenham Court Road,18,20,2,AW,4
4202,Bond Street,18,20,2,AW,4
2851,Piccadilly Circus,14,15,1,AW,4
2217,Bond Street,13,14,1,AW,4
3273,Tottenham Court Road,17,20,3,AW,4
3342,Bond Street,18,20,2,AW,4
3358,Bond Street,14,15,1,AW,4
3618,Covent Garden,13,14,1,AW,4
3258,Bond Street,18,20,2,AW,4
2547,Tottenham Court Road,17,19,2,AW,4
2767,Tottenham Court Road,18,20,2,AW,4
2788,Tottenham Court Road,14,15,1,AW,4
4018,Tottenham Court Road,13,14,1,AW,4
3809,Tottenham Court Road,18,20,2,AW,4
2857,Covent Garden,17,19,2,AW,4
3685,Covent Garden,18,20,2,AW,4
3414,Tottenham Court Road,18,20,2,AW,4
3372,Piccadilly Circus,17,19,2,AW,4
3426,Covent Garden,18,20,2,AW,4
3138,Tottenham Court Road,14,15,1,AW,4
2525,Bond Street,17,19,2,AW,4
2670,Bond Street,18,20,2,AW,4
2779,Tottenham Court Road,18,20,2,AW,4
3788,Bond Street,17,19,2,AW,4
3851,Bond Street,18,20,2,AW,4
3670,Covent Garden,14,15,1,AW,4
3164,Covent Garden,13,14,1,AW,4
3036,Covent Garden,18,20,2,AW,4
4401,Piccadilly Circus,17,19,2,AW,4
3486,Tottenham Court Road,18,20,2,AW,4
3828,Bond Street,19,21,2,AW,4
4123,Piccadilly Circus,16,18,2,AW,4
3729,Bond Street,16,18,2,AW,4
4083,Piccadilly Circus,18,22,4,AW,4
2890,Tottenham Court Road,14,15,1,AW,4
4227,Covent Garden,13,14,1,AW,4
3167,Tottenham Court Road,18,20,2,AW,4
3341,Tottenham Court Road,17,19,2,AW,4
3192,Piccadilly Circus,18,20,2,AW,4
3672,Piccadilly Circus,18,22,4,AW,4
3989,Piccadilly Circus,18,22,4,AW,4
4306,Piccadilly Circus,14,15,1,AW,4
2413,Bond Street,13,14,1,AW,4
3529,Covent Garden,18,20,2,AW,4
3443,Tottenham Court Road,17,19,2,AW,4
3217,Piccadilly Circus,18,20,2,AW,4
3747,Piccadilly Circus,14,15,1,AW,4
3990,Piccadilly Circus,13,14,1,AW,4
4063,Piccadilly Circus,18,20,2,AW,4
3234,Covent Garden,18,20,2,AW,4
4245,Piccadilly Circus,18,22,4,AW,4
1617,Willesden Green,11,12,1,AW,4
1650,Leicester Square,17,20,3,AW,4
1464,Hackney Central,11,12,1,AW,4
1474,Mile End,11,12,1,AW,4
1298,Bond Street,11,12,1,MD,4
1370,Highbury and Islington,13,15,2,AW,4
1045,Bond Street,17,20,3,AW,4
1108,Baker Street,12,15,3,MD,4
2246,Bond Street,16,18,2,U,4
2414,Bond Street,16,18,2,U,4
1370,Highbury and Islington,19,21,2,AW,4
2246,Bond Street,16,18,2,U,4
2414,Bond Street,16,18,2,U,4
1275,Oxford Circus,18,20,2,AW,4
1295,Oxford Circus,17,19,2,AW,4
1153,Piccadilly Circus,18,20,2,AW,4
1267,Oxford Circus,18,20,2,AW,4
1278,Oxford Circus,12,14,2,AW,4
1287,Oxford Circus,16,18,2,AW,4
1293,Oxford Circus,16,18,2,AW,4
1312,Oxford Circus,18,20,2,AW,4
1326,Oxford Circus,18,20,2,AW,4
1342,Oxford Circus,14,16,2,AW,4
1313,Oxford Circus,13,15,2,AW,4
1343,Oxford Circus,12,14,2,AW,4
1320,Oxford Circus,18,20,2,AW,4
1397,Oxford Circus,18,20,2,AW,4
1138,Piccadilly Circus,13,15,2,AW,4
1459,King's Cross,16,18,2,AW,4
1144,Piccadilly Circus,17,19,2,AW,4
1158,Bond Street,18,20,2,AW,4
1160,Bond Street,18,20,2,AW,4
1166,Oxford Circus,17,19,2,AW,4
1184,Oxford Circus,18,20,2,AW,4
1185,Highbury and Islington,19,21,2,AW,4
1189,Piccadilly Circus,17,19,2,AW,4
1178,South Kensington,16,18,2,AW,4
1622,Old Street,19,21,2,AW,4
1586,Shepherds Bush,17,19,2,AW,4
1588,Shepherds Bush,19,21,2,AW,4
3375,Bond Street,18,20,2,AW,4
3566,Bond Street,18,20,2,AW,4
3895,Old Street,19,21,2,AW,4
3600,Old Street,19,21,2,AW,4
3657,Bond Street,18,20,2,AW,4
4045,Bond Street,18,20,2,AW,4
3389,Bond Street,18,20,2,AW,4
3457,Bond Street,18,20,2,AW,4
3122,Bond Street,18,20,2,AW,4
3068,Bond Street,18,20,2,AW,4
3533,Bond Street,18,20,2,AW,4
8630,Ealing Broadway,13,14,1,AW,4
7148,Shepherds Bush,15,19,4,AW,4
2287,Oxford Circus,12,14,2,AW,4
10722,Covent Garden,14,17,3,AW,4
2599,Covent Garden,13,16,3,AW,4
3050,Covent Garden,14,17,3,AW,4
2678,Covent Garden,14,17,3,AW,4
3007,Covent Garden,14,17,3,AW,4
2873,Piccadilly Circus,13,16,3,AW,4
2857,Covent Garden,13,16,3,AW,4
3164,Covent Garden,14,17,3,AW,4
1492,Ealing Broadway,12,15,3,AW,4
1298,Bond Street,10,13,3,MD,4
1370,Highbury and Islington,19,21,2,AW,4
1413,Hampstead,19,22,3,AW,4
1422,Moorgate,17,20,3,AW,4
1045,Bond Street,17,20,3,AW,4
1108,Baker Street,12,15,3,MD,4
1133,Baker Street,12,15,3,MD,4
1789,Warren Street,12,15,3,MD,4
2178,Warren Street,12,15,3,MD,4
2246,Bond Street,14,17,3,U,4
2346,Warren Street,12,15,3,MD,4
2414,Bond Street,16,18,2,U,4
2470,Piccadilly Circus,16,20,4,AW,4
2478,Covent Garden,15,18,3,AW,4
2511,Covent Garden,16,20,4,AW,4
2523,Covent Garden,17,20,3,AW,4
1631,Leicester Square,19,22,3,AW,4
1492,Ealing Broadway,12,15,3,AW,4
1298,Bond Street,10,13,3,MD,4
1370,Highbury and Islington,19,21,2,AW,4
1413,Hampstead,19,22,3,AW,4
1419,Goodge Street,12,15,3,MD,4
1422,Moorgate,17,20,3,AW,4
1045,Bond Street,17,20,3,AW,4
1108,Baker Street,12,15,3,MD,4
1133,Baker Street,12,15,3,MD,4
1789,Warren Street,12,15,3,MD,4
2178,Warren Street,12,15,3,MD,4
2246,Bond Street,14,17,3,U,4
2346,Warren Street,12,15,3,MD,4
2414,Bond Street,13,14,1,U,4
2250,Warwick Avenue,18,22,4,U,4
2465,Piccadilly Circus,15,19,4,AW,4
2470,Piccadilly Circus,16,20,4,AW,4
2478,Covent Garden,15,18,3,AW,4
2511,Covent Garden,16,20,4,AW,4
2523,Covent Garden,17,20,3,AW,4
1611,Embankment,15,19,4,AW,4
1275,Oxford Circus,13,15,2,AW,4
1038,Covent Garden,11,12,1,AW,4
1045,Bond Street,18,22,4,AW,4
1047,Oxford Circus,17,20,3,AW,4
1273,Oxford Circus,13,15,2,AW,4
1281,Oxford Circus,11,13,2,AW,4
1634,London Bridge,9,11,2,BW,5
1919,Euston Square,13,15,2,BW,5
1982,Euston Square,13,15,2,BW,5
1491,Warren Street,10,11,1,BW,5
1493,Westminster,15,16,1,BW,5
1531,West Brompton,9,10,1,BW,5
1001,Finchley Road,15,16,1,AW,5
1003,Finchley Road,8,9,1,BW,5
1005,Finchley Road,15,16,1,AW,5
1007,Finchley Road,15,16,1,AW,5
1009,Finchley Road,8,9,1,BW,5
1011,Finchley Road,15,16,1,AW,5
1013,Finchley Road,8,8,0,BW,5
1015,Finchley Road,15,17,2,AW,5
1017,Finchley Road,8,9,1,BW,5
1019,Finchley Road,15,15,0,AW,5
1022,Finchley Road,8,8,0,BW,5
1025,Finchley Road,8,9,1,BW,5
1027,Finchley Road,15,15,0,AW,5
1029,Finchley Road,8,8,0,BW,5
1031,Finchley Road,15,16,1,AW,5
1033,Finchley Road,8,8,0,BW,5
1036,Finchley Road,15,17,2,AW,5
1041,Euston Square,10,11,1,BW,5
1053,Finchley Road,15,15,0,AW,5
1056,Finchley Road,15,15,0,AW,5
1059,Finchley Road,15,16,1,AW,5
1061,Finchley Road,8,8,0,BW,5
1063,Finchley Road,15,16,1,AW,5
1067,Euston Square,13,15,2,BW,5
1068,Finchley Road,15,16,1,AW,5
1072,Finchley Road,8,8,0,BW,5
1080,Finchley Road,19,20,1,AW,5
1087,Euston Square,9,11,2,BW,5
1088,Finchley Road,11,11,0,AW,5
1091,Finchley Road,8,8,0,BW,5
1093,Finchley Road,15,16,1,AW,5
1096,Finchley Road,15,15,0,AW,5
1099,Finchley Road,15,16,1,AW,5
1101,Finchley Road,15,16,1,AW,5
1103,Finchley Road,8,8,0,BW,5
1106,Finchley Road,8,9,1,BW,5
1109,Finchley Road,15,15,0,AW,5
1111,Euston Square,10,12,2,BW,5
1116,Finchley Road,15,16,1,AW,5
1118,Finchley Road,8,9,1,BW,5
1120,Finchley Road,15,16,1,AW,5
1122,Finchley Road,15,16,1,AW,5
1124,Finchley Road,15,16,1,AW,5
1127,Finchley Road,15,16,1,AW,5
1130,Finchley Road,15,16,1,AW,5
1134,Finchley Road,15,15,0,AW,5
1136,Finchley Road,8,8,0,BW,5
1138,Finchley Road,15,16,1,AW,5
1142,Finchley Road,15,17,2,AW,5
1144,Finchley Road,8,8,0,BW,5
1146,Finchley Road,16,16,0,AW,5
1149,Finchley Road,8,8,0,BW,5
1151,Finchley Road,15,16,1,AW,5
1153,Euston Square,8,10,2,BW,5
1156,Finchley Road,15,17,2,AW,5
1160,Finchley Road,12,13,1,AW,5
1162,Finchley Road,13,14,1,AW,5
1168,Finchley Road,19,20,1,AW,5
1170,Euston Square,9,11,2,BW,5
1191,Finchley Road,15,16,1,AW,5
1192,Finchley Road,8,9,1,BW,5
1195,Finchley Road,15,16,1,AW,5
1197,Finchley Road,8,10,2,BW,5
1200,Finchley Road,15,15,0,AW,5
1203,Euston Square,9,11,2,BW,5
1206,Finchley Road,15,16,1,AW,5
1208,Finchley Road,7,8,1,BW,5
1210,Finchley Road,8,8,0,BW,5
1213,Finchley Road,15,15,0,AW,5
1215,Finchley Road,8,8,0,BW,5
1217,Finchley Road,15,16,1,AW,5
1219,Finchley Road,8,9,1,BW,5
1221,Finchley Road,15,15,0,AW,5
1850,East Finchley,17,19,2,AW,5
1854,East Finchley,17,19,2,AW,5
1857,East Finchley,17,19,2,AW,5
1860,East Finchley,17,19,2,AW,5
1862,East Finchley,17,19,2,AW,5
1864,East Finchley,17,19,2,AW,5
1867,East Finchley,17,19,2,AW,5
1871,East Finchley,17,19,2,AW,5
1874,East Finchley,17,19,2,AW,5
1877,East Finchley,17,19,2,AW,5
1879,East Finchley,17,19,2,AW,5
1881,East Finchley,17,19,2,AW,5
1884,East Finchley,17,19,2,AW,5
1888,East Finchley,17,19,2,AW,5
1891,East Finchley,17,19,2,AW,5
1894,East Finchley,17,19,2,AW,5
1896,East Finchley,17,19,2,AW,5
1898,East Finchley,17,19,2,AW,5
1901,East Finchley,17,19,2,AW,5
1905,East Finchley,17,19,2,AW,5
1908,East Finchley,17,19,2,AW,5
1911,East Finchley,17,19,2,AW,5
1913,East Finchley,17,19,2,AW,5
1915,East Finchley,17,19,2,AW,5
1741,Finchley Road,8,8,0,BW,5
1744,Finchley Road,8,8,0,BW,5
1745,Finchley Road,8,8,0,BW,5
1747,Finchley Road,7,8,1,BW,5
1750,Finchley Road,8,8,0,BW,5
1752,Finchley Road,8,8,0,BW,5
1760,Finchley Road,15,16,1,AW,5
1822,Finchley Road,19,20,1,AW,5
1830,Finchley Road,16,17,1,AW,5
1835,Finchley Road,8,8,0,BW,5
1837,Finchley Road,17,18,1,AW,5
1839,Finchley Road,15,15,0,AW,5
2130,Finchley Road,8,8,0,BW,5
2133,Finchley Road,8,8,0,BW,5
2134,Finchley Road,8,8,0,BW,5
2136,Finchley Road,7,8,1,BW,5
2139,Finchley Road,8,8,0,BW,5
2141,Finchley Road,8,8,0,BW,5
2149,Finchley Road,15,16,1,AW,5
2211,Finchley Road,19,20,1,AW,5
2219,Finchley Road,16,17,1,AW,5
2224,Finchley Road,8,8,0,BW,5
2226,Finchley Road,17,18,1,AW,5
2228,Finchley Road,15,15,0,AW,5
2298,Finchley Road,8,8,0,BW,5
2301,Finchley Road,8,8,0,BW,5
2302,Finchley Road,8,8,0,BW,5
2304,Finchley Road,7,8,1,BW,5
2307,Finchley Road,8,8,0,BW,5
2309,Finchley Road,8,8,0,BW,5
2379,Finchley Road,19,20,1,AW,5
2387,Finchley Road,16,17,1,AW,5
2392,Finchley Road,8,8,0,BW,5
2394,Finchley Road,17,18,1,AW,5
2396,Finchley Road,15,15,0,AW,5
2097,Holborn,9,11,2,BW,5
2057,Warren Street,9,11,2,BW,5
2461,Finchley Road,15,17,2,AW,5
2463,Finchley Road,8,9,1,BW,5
2467,Finchley Road,15,16,1,AW,5
2468,Finchley Road,8,9,1,BW,5
2472,Finchley Road,8,8,0,BW,5
2474,Finchley Road,15,17,2,AW,5
2476,Finchley Road,8,9,1,BW,5
2479,Finchley Road,8,8,0,BW,5
2482,Finchley Road,8,9,1,BW,5
2484,Finchley Road,15,17,2,AW,5
